# spike	reduction-tree-width-interactions
# mode	TreeWidthInteractions
# metric	wall-clock microseconds, commit to completed
# warmup	8
# repetitions	30
# batch	64
# contract	FLUSH_AND_REASSOCIATE_F32
# declaration	BoundMetalCompileDeclaration::first_macos_apple9
# device	Apple M4 Max
# device_apple9	true
# device_max_threads_per_threadgroup	1024
# device_max_threadgroup_memory	32768
# concurrent_build_processes_before	0
# executable_sha256_before	f9bac263c0a140f5843667550a0b5373cc7a21c784dbefb79f837bf4fc6c7b29
# load_before	4.33 3.79 3.75
# oracle_tie	4x16	reference-checked
rows	contributors	elements	strategy	partitions	per_partition	production	widest_workgroup	threadgroup_bytes	encoders	reps	batch	submit_min_us	submit_p50_us	submit_p90_us	submit_stddev_us	batch_min_us	batch_p50_us	batch_p90_us	batch_stddev_us	amortized_min_us	amortized_p50_us	amortized_stddev_us	status
528	780	411840	single-workgroup-tree	2	390	-	2	16	2	30	64	163.625	201.250	225.833	21.433	3436.000	3588.708	3677.334	88.969	51.9425	53.7692	1.7524	measured
528	780	411840	single-workgroup-tree	3	260	-	3	16	2	30	64	149.250	177.041	203.875	18.454	1864.875	2004.750	2091.000	79.303	27.2321	29.0113	1.5517	measured
528	780	411840	single-workgroup-tree	4	195	-	4	16	2	30	64	152.250	180.958	206.750	20.268	2133.459	2291.167	2386.875	73.640	31.4478	33.4954	1.4906	measured
528	780	411840	single-workgroup-tree	5	156	-	5	32	2	30	64	144.208	177.542	204.042	29.574	1762.291	1881.334	1995.583	89.534	25.6839	27.0443	1.8906	measured
528	780	411840	single-workgroup-tree	6	130	-	6	32	2	30	64	145.583	177.041	207.458	32.668	1814.292	1928.542	2018.834	75.101	26.4874	27.8016	1.7106	measured
528	780	411840	single-workgroup-tree	10	78	-	10	48	2	30	64	144.292	171.000	198.334	18.340	1541.750	1669.416	1757.208	77.756	22.1819	23.7844	1.5253	measured
528	780	411840	single-workgroup-tree	12	65	-	12	48	2	30	64	142.666	173.750	197.958	28.746	1537.500	1671.750	1743.292	74.091	22.1402	23.7778	1.6323	measured
528	780	411840	single-workgroup-tree	13	60	-	13	64	2	30	64	146.750	176.708	199.916	16.935	1803.375	1905.208	1970.333	64.948	26.2956	27.4365	1.2997	measured
528	780	411840	single-workgroup-tree	15	52	-	15	64	2	30	64	138.583	173.250	204.042	50.397	1515.834	1642.208	1740.542	76.247	21.8611	23.3168	2.0102	measured
528	780	411840	single-workgroup-tree	20	39	-	20	80	2	30	64	135.750	172.416	194.000	29.770	1499.000	1687.542	1743.875	83.520	21.6389	24.0496	1.7983	measured
