# manifest-growth-attribution 194744e6..8bd720b8
# population=107 first-parent landings touching crates/
# probed=109 (the population plus both interval endpoints)
# host=Darwin 27.0.0 Apple M4 Max, 14 cpus; rustc 1.99.0-nightly (eff8269f7 2026-07-18); dev profile
# taken 2026-08-06; two copies of probe.sh over disjoint halves of the list with separate scratch roots
c57dd8a5	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
85a76371	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
911fea5a	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
f24e10d1	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
df37fe62	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
0a65c8ac	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
bdb3ae40	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
f33fa86e	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
4eaa884d	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
2cee5aad	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
6568ea9f	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
a5e379e5	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
2099363a	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
a83aab40	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
4d1bdb9e	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
37ea0b82	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
df1219d7	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
96808557	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
032d69a1	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
8bd720b8	PROBE	total=114043	manifest=88061	identity=56097	variants=1	payloads=1	sections=KernelProgramSubject=22903,BackendPayloadMetadata=2974,BackendPayloadCode=0
