layer	position	rank	lane	value_hex	value
11	14	1	122	0xc107924b	-8.47321605682373
11	14	2	277	0x41069f97	8.413962364196777
11	14	3	18	0x40ce3e5a	6.445111274719238
11	15	0	35	0x41bda636	23.706157684326172
11	15	1	277	0x40f21b42	7.565827369689941
11	15	2	199	0x40da52d6	6.8226118087768555
11	15	3	18	0x40d59912	6.674935340881348
11	16	0	35	0x41847d1f	16.561094284057617
11	16	1	7	0xc0d4fc1a	-6.655774116516113
11	16	2	277	0x40c89c9b	6.2691168785095215
11	16	3	13	0xc0b7251a	-5.723278999328613
11	17	0	35	0x41cf322f	25.899503707885742
11	17	1	277	0x410d2613	8.821795463562012
11	17	2	161	0x40e0f378	7.029720306396484
11	17	3	62	0xc0d3fbab	-6.624471187591553
12	0	0	35	0x45c84c72	6409.5556640625
12	0	1	13	0x441dbd79	630.9605102539062
12	0	2	1	0x43b7e240	367.767578125
12	0	3	277	0xc31f1977	-159.09947204589844
12	1	0	35	0x41d5749a	26.681934356689453
12	1	1	277	0x4135ede3	11.370577812194824
12	1	2	157	0xc11569f7	-9.338370323181152
12	1	3	181	0x410e4c73	8.893664360046387
12	2	0	35	0x41b3d553	22.479162216186523
12	2	1	265	0x412dea13	10.869647026062012
12	2	2	62	0xc1089d44	-8.538394927978516
12	2	3	193	0xc0fc0e14	-7.876718521118164
12	3	0	35	0x41af845b	21.939626693725586
12	3	1	144	0x410611f4	8.379383087158203
12	3	2	164	0xc0fef622	-7.967545509338379
12	3	3	132	0xc0ed4101	-7.414185047149658
12	4	0	35	0x4198d72f	19.105070114135742
12	4	1	122	0xc11bce4f	-9.737868309020996
12	4	2	277	0x40e9f82c	7.311544418334961
12	4	3	244	0x40e966ec	7.293813705444336
12	5	0	35	0x4156d7d6	13.427694320678711
12	5	1	28	0x40ff6fdb	7.9824042320251465
12	5	2	199	0x40f201f4	7.562738418579102
12	5	3	18	0x40d58271	6.672173023223877
12	6	0	35	0x41ac866a	21.565631866455078
12	6	1	277	0x410834ed	8.512921333312988
12	6	2	28	0x41081d46	8.507146835327148
12	6	3	9	0xc0dca510	-6.895149230957031
12	7	0	35	0x4189a58f	17.205839157104492
12	7	1	62	0xc11cae44	-9.792545318603516
12	7	2	277	0x410f0488	8.938606262207031
12	7	3	18	0x40fe630e	7.949591636657715
12	8	0	35	0x41b2699e	22.301570892333984
12	8	1	277	0x40ead28b	7.33820104598999
12	8	2	18	0x40e0026e	7.000296592712402
12	8	3	129	0xc0d7e254	-6.746377944946289
12	9	0	35	0x41fef5da	31.870044708251953
12	9	1	16	0xc0ec4ae5	-7.3841423988342285
12	9	2	1	0x40af0692	5.469552040100098
12	9	3	41	0x40a8e4f4	5.277948379516602
12	10	0	35	0x418f8ed2	17.94473648071289
12	10	1	7	0xc0f23f54	-7.570230484008789
12	10	2	277	0x40ad3464	5.41264533996582
12	10	3	1	0x40a2eaa9	5.091145038604736
12	11	0	35	0x41a9344f	21.150541305541992
12	11	1	181	0x410088b5	8.03337574005127
12	11	2	277	0x40eb9c72	7.362847328186035
12	11	3	18	0x40cef7c6	6.467745780944824
12	12	0	35	0x41ad6730	21.675384521484375
12	12	1	265	0x41183c25	9.514683723449707
12	12	2	28	0x40ed62f9	7.418331623077393
12	12	3	193	0xc0e7a573	-7.238946437835693
12	13	0	35	0x41d116c6	26.136119842529297
12	13	1	23	0xc0ebd5b1	-7.369835376739502
12	13	2	28	0x40d55008	6.666019439697266
12	13	3	277	0x40d4f02d	6.654318332672119
12	14	0	35	0x41ad31f8	21.649398803710938
12	14	1	122	0xc10c6b78	-8.776237487792969
12	14	2	277	0x41062ba3	8.385653495788574
12	14	3	18	0x40d36599	6.606152057647705
12	15	0	35	0x41b48c79	22.56859016418457
12	15	1	277	0x40f39530	7.611961364746094
12	15	2	28	0x40eb6753	7.356362819671631
12	15	3	13	0xc0e3354a	-7.100255012512207
12	16	0	35	0x4167b624	14.48196792602539
12	16	1	1	0x40db8f33	6.861230373382568
12	16	2	7	0xc0d66dac	-6.700887680053711
12	16	3	13	0xc0ca23d7	-6.316874980926514
12	17	0	35	0x41ad61b0	21.672698974609375
12	17	1	277	0x4100975f	8.036955833435059
12	17	2	161	0x40ddbfa2	6.929642677307129
12	17	3	62	0xc0d7acc0	-6.739837646484375
13	0	0	35	0x45c839ed	6407.24072265625
13	0	1	13	0x441dc554	631.083251953125
13	0	2	1	0x43b8166b	368.1751403808594
13	0	3	277	0xc31f76e4	-159.46441650390625
13	1	0	35	0x41e8cb87	29.09937858581543
13	1	1	277	0x413a2a32	11.63530158996582
13	1	2	30	0x4116c096	9.422018051147461
13	1	3	157	0xc1150daf	-9.315840721130371
13	2	0	35	0x41b6fe27	22.87409782409668
13	2	1	265	0x4128a273	10.539660453796387
13	2	2	62	0xc10b4e72	-8.70665168762207
13	2	3	193	0xc0f6d294	-7.713205337524414
13	3	0	35	0x41c9fd00	25.24853515625
13	3	1	144	0x41044a28	8.268104553222656
13	3	2	18	0x40f36aaa	7.6067705154418945
13	3	3	164	0xc0eed128	-7.463031768798828
13	4	0	35	0x41a59bc9	20.701066970825195
13	4	1	122	0xc118e447	-9.555731773376465
13	4	2	28	0x40ee516f	7.4474406242370605
13	4	3	214	0x40ec9b2b	7.393941402435303
13	5	0	35	0x416d77ce	14.84174919128418
13	5	1	28	0x4108fcb6	8.561697006225586
13	5	2	18	0x40ed5f9c	7.41792106628418
13	5	3	199	0x40dec95b	6.9620795249938965
13	6	0	35	0x41c79daa	24.951984405517578
13	6	1	28	0x410cc2ee	8.797590255737305
13	6	2	277	0x4104d3dd	8.301724433898926
13	6	3	18	0x40eb2264	7.34794807434082
13	7	0	35	0x41abe585	21.487070083618164
13	7	1	62	0xc1243e68	-10.265235900878906
13	7	2	277	0x41113b00	9.076904296875
13	7	3	18	0x410fdf74	8.992053985595703
13	8	0	35	0x41d0cecf	26.100980758666992
13	8	1	18	0x40e93ac1	7.288422107696533
13	8	2	28	0x40dbf55a	6.873700141906738
13	8	3	129	0xc0cd7ac8	-6.421237945556641
13	9	0	35	0x4203cf32	32.95233917236328
13	9	1	16	0xc0f764b6	-7.731043815612793
13	9	2	1	0x40b0b75b	5.5223822593688965
13	9	3	41	0x40abe97f	5.372252941131592
13	10	0	35	0x41a79721	20.948793411254883
13	10	1	7	0xc0fb1160	-7.8458709716796875
13	10	2	277	0x40c1f264	6.06083869934082
13	10	3	1	0x40b3e98c	5.622259140014648
13	11	0	35	0x41c47991	24.559358596801758
13	11	1	181	0x4108e3da	8.555627822875977
13	11	2	277	0x40ec8855	7.391642093658447
13	11	3	18	0x40d43cce	6.63242244720459
13	12	0	35	0x41c42b8b	24.52126121520996
13	12	1	265	0x4116f942	9.435853958129883
13	12	2	28	0x41002cfe	8.010984420776367
13	12	3	193	0xc0e16e5b	-7.0447211265563965
13	13	0	35	0x41e156cf	28.167387008666992
13	13	1	23	0xc0fe7715	-7.952036380767822
13	13	2	277	0x40e73e6d	7.226370334625244
13	13	3	28	0x40dd8e6c	6.923635482788086
13	14	0	35	0x41bc3c48	23.529434204101562
13	14	1	122	0xc10ebca7	-8.92105770111084
13	14	2	277	0x410a7cb9	8.655449867248535
13	14	3	13	0xc0c6ddab	-6.214559078216553
13	15	0	35	0x41ca6905	25.301279067993164
13	15	1	28	0x40f4caba	7.649746894836426
13	15	2	13	0xc0f1536c	-7.541433334350586
13	15	3	277	0x40eb4715	7.352427005767822
13	16	0	35	0x4181e991	16.239046096801758
13	16	1	1	0x40e87aa5	7.2649712562561035
13	16	2	7	0xc0ddaea3	-6.927567958831787
13	16	3	13	0xc0db203c	-6.847684860229492
13	17	0	35	0x41cebea6	25.843090057373047
13	17	1	277	0x41027a59	8.15487003326416
13	17	2	62	0xc0ebcc00	-7.36865234375
13	17	3	28	0x40eab9df	7.335189342498779
14	0	0	35	0x45c81880	6403.0625
14	0	1	13	0x441deca4	631.697509765625
14	0	2	1	0x43b7cdf7	367.6091003417969
14	0	3	277	0xc32035f8	-160.2108154296875
14	1	0	35	0x41d6593c	26.79357147216797
14	1	1	277	0x41468b8a	12.409067153930664
14	1	2	30	0x4131f27a	11.121698379516602
14	1	3	62	0xc11d2581	-9.821656227111816
14	2	0	35	0x41aa088d	21.254175186157227
14	2	1	265	0x412737af	10.451094627380371
14	2	2	62	0xc1184e42	-9.519105911254883
14	2	3	18	0x41033af9	8.201897621154785
14	3	0	35	0x41bc39a0	23.52813720703125
14	3	1	144	0x41083201	8.512207984924316
14	3	2	164	0xc0fedde5	-7.9645867347717285
14	3	3	18	0x40fcdd27	7.90199613571167
14	4	0	35	0x418faf9f	17.960752487182617
14	4	1	122	0xc116ffb4	-9.437427520751953
14	4	2	244	0x40e98126	7.297015190124512
14	4	3	18	0x40e6a325	7.2074151039123535
14	5	0	35	0x41361240	11.37945556640625
14	5	1	18	0x4101d06f	8.113387107849121
14	5	2	28	0x40ffc607	7.992923259735107
14	5	3	1	0x40e9f59c	7.31123161315918
14	6	0	35	0x41adba9a	21.716114044189453
14	6	1	28	0x410fff08	8.999763488769531
14	6	2	277	0x410548f2	8.33030891418457
14	6	3	18	0x41025cbd	8.1476411819458
14	7	0	35	0x41989ce2	19.076602935791016
14	7	1	62	0xc133e1ef	-11.242659568786621
14	7	2	277	0x411f0c87	9.940558433532715
14	7	3	18	0x411a6c21	9.651398658752441
14	8	0	35	0x41d50c29	26.630937576293945
14	8	1	18	0x41027f82	8.156129837036133
14	8	2	277	0x40ccdb2e	6.401755332946777
14	8	3	28	0x40c7a465	6.2388176918029785
14	9	0	35	0x41eddcc1	29.732789993286133
14	9	1	16	0xc0f412f0	-7.627311706542969
14	9	2	18	0x40bf9448	5.986850738525391
14	9	3	41	0x40bc60d1	5.8868184089660645
14	10	0	35	0x41f5c769	30.722368240356445
14	10	1	7	0xc10add34	-8.679004669189453
14	10	2	277	0x40edbd53	7.429360866546631
14	10	3	9	0xc0d08468	-6.516162872314453
14	11	0	35	0x41cd4a2c	25.661216735839844
14	11	1	277	0x410dbd82	8.858766555786133
14	11	2	181	0x4109951d	8.598904609680176
14	11	3	18	0x40ec9022	7.392594337463379
14	12	0	35	0x41ddf58b	27.74489402770996
14	12	1	265	0x411bedb5	9.74553394317627
14	12	2	28	0x40fc9f10	7.894416809082031
14	12	3	18	0x40ef6c0a	7.481938362121582
14	13	0	35	0x41f24bb3	30.286962509155273
14	13	1	277	0x410624a7	8.38394832611084
14	13	2	23	0xc0f4164a	-7.627720832824707
14	13	3	28	0x40e80d7b	7.251645565032959
14	14	0	35	0x41ced228	25.852615356445312
14	14	1	277	0x411787f7	9.470694541931152
14	14	2	122	0xc10f664e	-8.96247673034668
14	14	3	18	0x40e480c4	7.140718460083008
14	15	0	35	0x41d5b55c	26.71355438232422
14	15	1	28	0x4101c221	8.109894752502441
14	15	2	277	0x4100ca4a	8.049386978149414
14	15	3	18	0x40fe6f10	7.951057434082031
14	16	0	35	0x41ecc9f5	29.59861183166504
14	16	1	28	0x40ffcd9a	7.993847846984863
14	16	2	277	0x40fda976	7.926936149597168
14	16	3	13	0xc0f9be6d	-7.804495334625244
14	17	0	35	0x41d66eba	26.804065704345703
14	17	1	277	0x410ed71f	8.927519798278809
14	17	2	62	0xc0fa8049	-7.828159809112549
14	17	3	13	0xc0f3c74e	-7.61807918548584
15	0	0	35	0x45c80d8f	6401.69482421875
15	0	1	13	0x441df9c0	631.90234375
15	0	2	1	0x43b7f578	367.917724609375
15	0	3	277	0xc320cc38	-160.7977294921875
15	1	0	35	0x4202bf0c	32.68656921386719
15	1	1	277	0x416d5597	14.833395957946777
15	1	2	30	0x413d4bcb	11.83100414276123
15	1	3	157	0xc1213e8c	-10.077770233154297
15	2	0	35	0x41c8d34a	25.103168487548828
15	2	1	62	0xc12a3321	-10.637482643127441
15	2	2	265	0x412664ca	10.399606704711914
15	2	3	18	0x411b2082	9.695436477661133
15	3	0	35	0x41c22719	24.26909065246582
15	3	1	18	0x4111abe4	9.10446548461914
15	3	2	144	0x410b36e9	8.700905799865723
15	3	3	164	0xc10143af	-8.079024314880371
15	4	0	35	0x41bc6e96	23.553997039794922
15	4	1	122	0xc111f776	-9.122915267944336
15	4	2	277	0x410caa80	8.7916259765625
15	4	3	18	0x410a04e6	8.626195907592773
15	5	0	35	0x41486dff	12.526854515075684
15	5	1	18	0x4115e447	9.368231773376465
15	5	2	28	0x411468d9	9.27559757232666
15	5	3	1	0x410a4211	8.641129493713379
15	6	0	35	0x419cf5ae	19.61996078491211
15	6	1	28	0x41260917	10.377219200134277
15	6	2	277	0x4115d1a0	9.363677978515625
15	6	3	18	0x410c9c73	8.788195610046387
15	7	0	35	0x41a18121	20.188051223754883
15	7	1	62	0xc1445412	-12.270524978637695
15	7	2	277	0x4141a7b2	12.10344123840332
15	7	3	18	0x4121cdd2	10.112749099731445
15	8	0	35	0x41dc454d	27.533838272094727
15	8	1	277	0x41081f34	8.507617950439453
15	8	2	18	0x41076e02	8.464357376098633
15	8	3	28	0x40e72b34	7.224023818969727
15	9	0	35	0x42143415	37.05086135864258
15	9	1	16	0xc1103c07	-9.014655113220215
15	9	2	18	0x40face24	7.837663650512695
15	9	3	41	0x40f42bca	7.630345344543457
15	10	0	35	0x420b7e5e	34.87340545654297
15	10	1	7	0xc11c4d3e	-9.768857955932617
15	10	2	277	0x41066868	8.400489807128906
15	10	3	9	0xc0d25e62	-6.574021339416504
15	11	0	35	0x41dcc87b	27.597890853881836
15	11	1	277	0x412efe66	10.937108993530273
15	11	2	18	0x41111f62	9.070161819458008
15	11	3	181	0x41069661	8.411713600158691
15	12	0	35	0x41d8d17d	27.1022891998291
15	12	1	265	0x41180f4b	9.50373363494873
15	12	2	28	0x4111f128	9.121376037597656
15	12	3	18	0x410de733	8.868945121765137
15	13	0	35	0x41e51ce2	28.639102935791016
15	13	1	277	0x411384f6	9.219961166381836
15	13	2	28	0x410c3a1f	8.764189720153809
15	13	3	18	0x4105ee21	8.370636940002441
15	14	0	35	0x41d6e1dc	26.86028289794922
15	14	1	277	0x412fc7ac	10.986248016357422
15	14	2	122	0xc10d6e3e	-8.839414596557617
15	14	3	18	0x410c6525	8.774693489074707
15	15	0	35	0x41c22aca	24.270893096923828
15	15	1	28	0x411a607c	9.648555755615234
15	15	2	277	0x411578db	9.342005729675293
15	15	3	18	0x41144314	9.266376495361328
15	16	0	35	0x41db4b1c	27.41167449951172
15	16	1	28	0x41171c10	9.444351196289062
15	16	2	277	0x41118dc1	9.097107887268066
15	16	3	7	0xc106b6ed	-8.419659614562988
15	17	0	35	0x41db4c72	27.41232681274414
15	17	1	277	0x4128ae4f	10.542555809020996
15	17	2	28	0x410fd27a	8.988885879516602
15	17	3	62	0xc1069f6d	-8.413922309875488
16	0	0	35	0x45c7ff34	6399.900390625
16	0	1	13	0x441e1325	632.2991333007812
16	0	2	1	0x43b8464a	368.54913330078125
16	0	3	277	0xc32122db	-161.1361541748047
16	1	0	35	0x41e99e36	29.202251434326172
16	1	1	277	0x418cae27	17.58503532409668
16	1	2	157	0xc187da2f	-16.981534957885742
16	1	3	30	0x4170a8ef	15.041243553161621
16	2	0	35	0x41f5f168	30.742874145507812
16	2	1	265	0x41914b7c	18.16185760498047
16	2	2	186	0xc173c73c	-15.236141204833984
16	2	3	62	0xc15f9ad7	-13.975302696228027
16	3	0	35	0x41fbf7b0	31.495941162109375
16	3	1	144	0x415da69e	13.853178024291992
16	3	2	164	0xc158bee2	-13.546602249145508
16	3	3	18	0x4144d1d8	12.301231384277344
16	4	0	35	0x41c7663a	24.924915313720703
16	4	1	122	0xc165d8be	-14.365415573120117
16	4	2	162	0x413917d3	11.568316459655762
16	4	3	214	0x41341957	11.256186485290527
16	5	0	35	0x415a055e	13.626310348510742
16	5	1	18	0x41389f3f	11.538878440856934
16	5	2	199	0x41331074	11.191516876220703
16	5	3	1	0x4123f0ba	10.246271133422852
16	6	0	35	0x41f1bc38	30.216903686523438
16	6	1	28	0x4133eca0	11.245269775390625
16	6	2	18	0x413112b0	11.067062377929688
16	6	3	277	0x411a52c4	9.645206451416016
16	7	0	35	0x41ca989a	25.324512481689453
16	7	1	62	0xc1742f64	-15.26156997680664
16	7	2	277	0x416aa6f1	14.665757179260254
16	7	3	18	0x414143ee	12.079084396362305
16	8	0	35	0x4207b70a	33.928749084472656
16	8	1	18	0x413116fd	11.06811237335205
16	8	2	277	0x411f31d9	9.94966983795166
16	8	3	148	0x411ec160	9.922210693359375
16	9	0	35	0x420fab30	35.91717529296875
16	9	1	276	0x4127145c	10.44247055053711
16	9	2	16	0xc12671b7	-10.402762413024902
16	9	3	41	0x411ee828	9.931678771972656
16	10	0	35	0x422ac113	42.68854904174805
16	10	1	7	0xc1737b02	-15.217531204223633
16	10	2	9	0xc117ccd6	-9.487508773803711
16	10	3	277	0x410e8171	8.906601905822754
16	11	0	35	0x4203ade5	32.91981887817383
16	11	1	277	0x415dbcf9	13.858635902404785
16	11	2	157	0xc1357e24	-11.34329605102539
16	11	3	181	0x4135227c	11.320919036865234
16	12	0	35	0x41eaf7f2	29.37106704711914
16	12	1	265	0x41805013	16.039098739624023
16	12	2	18	0x413189f3	11.096179008483887
16	12	3	193	0xc12f397a	-10.951532363891602
16	13	0	35	0x4221c71b	40.44443893432617
16	13	1	18	0x41345628	11.271034240722656
16	13	2	277	0x412bcd16	10.737569808959961
16	13	3	28	0x41258ea9	10.347329139709473
16	14	0	35	0x41d95ef2	27.17136001586914
16	14	1	122	0xc17848d4	-15.517780303955078
16	14	2	277	0x4146babb	12.420588493347168
16	14	3	214	0x412dafa8	10.855384826660156
16	15	0	35	0x41f6df7e	30.859127044677734
16	15	1	18	0x41394cb0	11.581222534179688
16	15	2	277	0x412eba23	10.920443534851074
16	15	3	28	0x412c1d7d	10.75719928741455
16	16	0	35	0x421a583e	38.58617401123047
16	16	1	7	0xc1509788	-13.036994934082031
16	16	2	277	0x413491fb	11.285639762878418
16	16	3	28	0x4129ff48	10.624824523925781
16	17	0	35	0x4204bda8	33.185211181640625
16	17	1	277	0x4164c8d9	14.29903507232666
16	17	2	161	0x4143e1aa	12.242593765258789
16	17	3	62	0xc1358da9	-11.347084999084473
17	0	0	35	0x45c805c8	6400.72265625
17	0	1	13	0x441defed	631.7488403320312
17	0	2	1	0x43b84ad8	368.584716796875
17	0	3	277	0xc32097d0	-160.593017578125
17	1	0	35	0x4202af45	32.67116165161133
17	1	1	277	0x41ab732e	21.43124008178711
17	1	2	157	0xc1900d1a	-18.006397247314453
17	1	3	30	0x418f63c3	17.9237117767334
17	2	0	35	0x420b1f1e	34.78038787841797
17	2	1	265	0x41989b88	19.075942993164062
17	2	2	62	0xc180e000	-16.109375
17	2	3	186	0xc178f180	-15.5589599609375
17	3	0	35	0x42172ea5	37.79555130004883
