sample_index	series_key	observation_index	duration_ns
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	22	3410083
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	23	3419125
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	24	3407291
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	25	3433958
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	26	3419667
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	27	3422667
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	28	3405042
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	29	3421417
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	30	3415875
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	31	3416250
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	32	3427959
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	33	3406875
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	34	3418625
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	35	3411500
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	36	3408167
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	37	3416958
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	38	3416958
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	39	3428375
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	40	3416083
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	41	3416709
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	42	3421667
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	43	3427500
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	44	3415666
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	45	3414459
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	46	3428125
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	47	3416042
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	48	3415500
22	22:sweep-empty:targets=1:providers=32:kind=empty:program=five-op	49	3412166
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	0	3618875
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	1	3620542
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	2	3609416
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	3	3602417
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	4	3627792
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	5	3620416
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	6	3612792
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	7	3634708
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	8	3631208
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	9	3622583
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	10	3627625
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	11	3616833
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	12	3620417
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	13	3619166
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	14	3618125
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	15	3618125
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	16	3625167
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	17	3629458
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	18	3631708
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	19	3620625
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	20	3634042
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	21	3629750
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	22	3633416
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	23	3648209
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	24	3628125
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	25	3635958
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	26	3642375
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	27	3652458
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	28	3635417
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	29	3647375
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	30	3643417
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	31	3638208
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	32	3638167
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	33	3669042
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	34	3648042
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	35	3637542
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	36	3628875
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	37	3649250
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	38	3651917
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	39	3646250
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	40	3645292
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	41	3647417
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	42	3636833
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	43	3641833
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	44	3639750
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	45	3646250
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	46	3638250
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	47	3640125
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	48	3647042
23	23:sweep-empty:targets=1:providers=64:kind=empty:program=five-op	49	3652625
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	0	3251750
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	1	3246917
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	2	3249625
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	3	3241500
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	4	3243291
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	5	3242875
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	6	3253083
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	7	3241958
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	8	3244750
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	9	3253334
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	10	3241750
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	11	3236709
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	12	3244209
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	13	3242958
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	14	3239250
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	15	3248125
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	16	3252084
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	17	3234667
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	18	3253417
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	19	3238834
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	20	3240708
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	21	3242625
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	22	3237375
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	23	3240584
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	24	3243375
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	25	3238625
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	26	3237875
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	27	3243000
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	28	3243834
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	29	3235791
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	30	3245292
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	31	3240167
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	32	3234833
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	33	3245458
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	34	3240667
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	35	3240500
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	36	3250292
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	37	3241833
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	38	3247041
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	39	3233917
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	40	3246167
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	41	3240541
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	42	3233709
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	43	3248375
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	44	3234042
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	45	3234833
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	46	3257958
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	47	3233541
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	48	3243334
24	24:sweep-decline:targets=1:providers=1:kind=decline:program=five-op	49	3250750
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	0	3282792
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	1	3269333
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	2	3265708
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	3	3272042
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	4	3264875
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	5	3259750
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	6	3269209
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	7	3265458
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	8	3263083
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	9	3275500
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	10	3275625
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	11	3266125
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	12	3267708
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	13	3272542
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	14	3264167
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	15	3283583
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	16	3266750
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	17	3260750
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	18	3264375
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	19	3263250
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	20	3264334
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	21	3267125
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	22	3279333
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	23	3272375
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	24	3275916
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	25	3263375
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	26	3277208
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	27	3278000
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	28	3262792
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	29	3269042
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	30	3264375
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	31	3269291
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	32	3267500
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	33	3273166
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	34	3280542
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	35	3263333
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	36	3269916
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	37	3264709
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	38	3257709
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	39	3266875
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	40	3262333
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	41	3261916
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	42	3269750
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	43	3264875
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	44	3261667
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	45	3258917
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	46	3274917
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	47	3266000
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	48	3275875
25	25:sweep-decline:targets=1:providers=2:kind=decline:program=five-op	49	3296959
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	0	3342208
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	1	3338625
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	2	3341291
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	3	3346084
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	4	3338083
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	5	3342833
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	6	3337333
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	7	3334583
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	8	3345584
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	9	3344750
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	10	3356209
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	11	3341959
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	12	3340583
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	13	3351375
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	14	3344042
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	15	3338500
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	16	3326333
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	17	3338542
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	18	3337667
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	19	3335000
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	20	3336125
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	21	3335208
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	22	3330542
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	23	3336875
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	24	3334792
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	25	3351958
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	26	3339833
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	27	3337125
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	28	3341208
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	29	3338292
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	30	3329791
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	31	3331292
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	32	3335250
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	33	3337667
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	34	3332500
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	35	3341500
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	36	3334875
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	37	3330209
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	38	3334833
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	39	3334416
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	40	3329250
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	41	3337208
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	42	3333500
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	43	3333917
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	44	3336000
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	45	3337125
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	46	3333292
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	47	3341625
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	48	3333250
26	26:sweep-decline:targets=1:providers=4:kind=decline:program=five-op	49	3331792
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	0	3469083
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	1	3460875
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	2	3479209
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	3	3463584
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	4	3469250
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	5	3467917
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	6	3459875
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	7	3472250
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	8	3470334
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	9	3453916
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	10	3468042
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	11	3467209
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	12	3461583
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	13	3467708
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	14	3457542
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	15	3475708
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	16	3470958
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	17	3457792
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	18	3458584
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	19	3467417
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	20	3459208
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	21	3466000
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	22	3470792
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	23	3455375
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	24	3453542
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	25	3470583
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	26	3460500
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	27	3461959
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	28	3457916
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	29	3454667
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	30	3459792
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	31	3456250
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	32	3458250
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	33	3464834
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	34	3458709
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	35	3466417
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	36	3488250
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	37	3460667
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	38	3458500
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	39	3466500
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	40	3457708
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	41	3467542
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	42	3457709
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	43	3454875
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	44	3467959
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	45	3470542
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	46	3451958
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	47	3446458
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	48	3465833
27	27:sweep-decline:targets=1:providers=8:kind=decline:program=five-op	49	3464542
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	0	3721625
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	1	3726708
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	2	3711625
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	3	3725250
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	4	3718417
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	5	3707625
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	6	3719667
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	7	3714708
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	8	3716708
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	9	3716416
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	10	3714334
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	11	3713250
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	12	3719084
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	13	3713500
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	14	3715541
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	15	3717417
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	16	3711750
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	17	3714375
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	18	3710500
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	19	3715167
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	20	3720000
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	21	3709334
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	22	3704625
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	23	3717334
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	24	3715791
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	25	3721875
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	26	3713458
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	27	3720250
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	28	3715791
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	29	3703792
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	30	3712375
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	31	3711959
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	32	3713625
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	33	3719792
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	34	3717042
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	35	3712208
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	36	3714666
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	37	3708083
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	38	3711667
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	39	3716416
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	40	3712250
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	41	3712791
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	42	3713583
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	43	3714250
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	44	3717958
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	45	3706584
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	46	3719375
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	47	3716709
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	48	3710875
28	28:sweep-decline:targets=1:providers=16:kind=decline:program=five-op	49	3717250
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	0	4292500
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	1	4287208
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	2	4277417
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	3	4269125
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	4	4292959
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	5	4278875
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	6	4268625
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	7	4285875
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	8	4270584
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	9	4279750
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	10	4269792
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	11	4277375
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	12	4265583
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	13	4269500
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	14	4273250
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	15	4285584
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	16	4278416
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	17	4270208
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	18	4284292
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	19	4265500
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	20	4270833
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	21	4279500
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	22	4269708
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	23	4284000
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	24	4271666
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	25	4282959
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	26	4280209
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	27	4272709
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	28	4280250
29	29:sweep-decline:targets=1:providers=32:kind=decline:program=five-op	29	4270709
